agent_name,agent_id,agency_name,agency_id,commission_period,commission_amount,plan_name,is_adjusted,effective_date,term_date,carrier_name,description
Eric R Wilson,58970362.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2024-05-01,,Centene,
James Martinez Jr,82104220.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2023-03-01,,Centene,
Cody Ho,34686785.0,Charlene Howard,96615329.0,2024-06,2.08,Wellcare Dual Access (HMO D-SNP),True,2021-01-01,,Centene,
James Martinez Jr,82104220.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2022-07-01,,Centene,
Rachel Y Alexander,64607034.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-02-01,,Centene,
Shelly Johnston,91795646.0,Delta Care Corporation,52115295.0,2024-06,12.51,Wellcare Fidelis Dual Access (HMO D-SNP),True,2023-07-01,,Centene,
Cody Ho,34686785.0,Jeremiah Hartman,53535642.0,2024-06,6.24,Wellcare Dual Access (HMO D-SNP),True,2021-08-01,,Centene,
Cody Ho,34686785.0,Charlene Howard,96615329.0,2024-06,2.08,Wellcare Giveback Open (PPO),False,2021-07-01,,Centene,
Cody Ho,34686785.0,Charlene Howard,96615329.0,2024-06,2.08,Wellcare Dual Access (HMO D-SNP),True,2021-09-01,,Centene,
Rachel Y Alexander,64607034.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-02-01,,Centene,
Todd Martinez,62936036.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2023-10-01,,Centene,
Mary Nunez,23335502.0,Delta Care Corporation,52115295.0,2024-06,0.0,Wellcare No Premium Open (PPO),False,2022-07-01,,Centene,
Alexis Anderson,91462834.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare No Premium Open (PPO),False,2022-11-01,,Centene,
Alexis Anderson,91462834.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),False,2021-01-01,,Centene,
Brittany L Smith,53497310.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Fidelis Dual Access (HMO D-SNP),False,2023-07-01,,Centene,
Sabrina Fowler,98680188.0,Jeffrey Health Pierce Inc,60467841.0,2024-06,8.34,Wellcare Giveback Open (PPO),False,2023-09-01,,Centene,
Alexis Huang,51863812.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2023-01-01,,Centene,
Hailey Holloway,99214984.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Giveback Open (PPO),True,2023-01-01,,Centene,
Robert Morris,37269878.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Giveback Open (PPO),False,2023-09-01,,Centene,
Thomas Smith,30503266.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare Fidelis Dual Access (HMO D-SNP),True,2022-05-01,,Centene,
Jeffrey Health Pierce Inc,60467841.0,Jeffrey Health Pierce Inc,60467841.0,2024-06,4.16,Wellcare Assist Open (PPO),True,2023-10-01,,Centene,
Kelly Allen,50501533.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-06-01,,Centene,
Jeffrey L Anderson,51129743.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2024-02-01,,Centene,
Bonnie Parks,97703304.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Fidelis Dual Access (HMO D-SNP),True,2024-03-01,,Centene,
Jeffrey L Anderson,51129743.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2023-11-01,,Centene,
Brian York,84344005.0,Charlene Howard,96615329.0,2024-06,2.08,Wellcare Dual Access (HMO D-SNP),True,2021-09-01,,Centene,
Jeffrey Health Pierce Inc,60467841.0,Delta Care Corporation,52115295.0,2024-06,8.34,Wellcare Dual Access (HMO D-SNP),True,2024-01-01,,Centene,
Dillon Parker,85796597.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare No Premium Open (PPO),True,2022-01-01,,Centene,
James Snow,66769242.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2022-07-01,,Centene,
Hunter Mora,99658075.0,Delta Care Corporation,52115295.0,2024-06,8.34,Wellcare Dual Access (HMO D-SNP),True,2022-09-01,,Centene,
Kevin V Parks,20928431.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2023-08-01,,Centene,
Dillon Parker,85796597.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2022-01-01,,Centene,
Daniel A Holland Parks,32015536.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Giveback Open (PPO),True,2022-11-01,,Centene,
Daniel A Holland Parks,32015536.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Fidelis Dual Access (HMO D-SNP),True,2022-01-01,,Centene,
Cody Ho,34686785.0,Charlene Howard,96615329.0,2024-06,2.08,Wellcare Dual Access (HMO D-SNP),True,2021-01-01,,Centene,
Cody Ho,34686785.0,Charlene Howard,96615329.0,2024-06,2.08,Wellcare Giveback Open (PPO),True,2021-08-01,,Centene,
Cody Ho,34686785.0,Jeremiah Hartman,53535642.0,2024-06,6.24,Wellcare Dual Access (HMO D-SNP),True,2021-02-01,,Centene,
Rachel Y Alexander,64607034.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-03-01,,Centene,
Rachel Y Alexander,64607034.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-04-01,,Centene,
Paul Taylor,24542202.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Fidelis Dual Access (HMO D-SNP),False,2023-02-01,,Centene,
Rachel Y Alexander,64607034.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-03-01,,Centene,
Cassandra Palmer,11963329.0,Charlene Howard,96615329.0,2024-06,2.08,Wellcare Dual Access (HMO D-SNP),False,2021-10-01,,Centene,
David M Crawford,54869091.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2024-03-01,,Centene,
Cassandra Palmer,11963329.0,Jeremiah Hartman,53535642.0,2024-06,6.24,Wellcare Dual Access (HMO D-SNP),False,2021-10-01,,Centene,
Troy Ray,90606674.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-07-01,,Centene,
Austin Davis,41695945.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-04-01,,Centene,
Laura York,56023393.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-01-01,,Centene,
Diana Foster,62848321.0,Diana Foster,62848321.0,2024-06,2.08,Wellcare Fidelis Dual Access (HMO D-SNP),False,2022-01-01,,Centene,
Jeffrey L Anderson,51129743.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Fidelis Dual Access (HMO D-SNP),False,2023-12-01,,Centene,
Bonnie Parks,97703304.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare Fidelis Assist (HMO-POS),True,2023-11-01,,Centene,
Jacqueline Flores,35998018.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2022-01-01,,Centene,
Chelsea Butler,95835365.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2023-01-01,,Centene,
Jennifer Jackson,75165345.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2022-08-01,,Centene,
Jennifer Jackson,75165345.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare Fidelis Dual Access (HMO D-SNP),False,2022-07-01,,Centene,
Ashley Golden,44143223.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-05-01,,Centene,
Dillon Parker,85796597.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare No Premium (HMO),True,2022-01-01,,Centene,
Kevin V Parks,20928431.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-04-01,,Centene,
Diana Weber,76400339.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare Fidelis Assist (HMO-POS),True,2024-02-01,,Centene,
Evan Barry,18510438.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-06-01,,Centene,
Kevin V Parks,20928431.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),False,2023-01-01,,Centene,
Lisa Lee,43815230.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare No Premium Open (PPO),True,2022-07-01,,Centene,
Eric R Wilson,58970362.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare No Premium Open (PPO),False,2023-08-01,,Centene,
James Martinez Jr,82104220.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2023-07-01,,Centene,
Kathy Jones,98303032.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare No Premium Open (PPO),True,2023-09-01,,Centene,
Eric R Wilson,58970362.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Assist (HMO),False,2023-10-01,,Centene,
Samuel K Ochoa,96762633.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2023-02-01,,Centene,
Rachel Y Alexander,64607034.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-04-01,,Centene,
Rachel Y Alexander,64607034.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-02-01,,Centene,
James Martinez Jr,82104220.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2022-11-01,,Centene,
Rachel Y Alexander,64607034.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-05-01,,Centene,
Kathy Jones,98303032.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare Fidelis Dual Access (HMO D-SNP),True,2023-03-01,,Centene,
Monique Gibson,81472479.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Fidelis Dual Access (HMO D-SNP),False,2023-08-01,,Centene,
Courtney Li,61375088.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-07-01,,Centene,
Courtney Li,61375088.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-07-01,,Centene,
Austin Davis,41695945.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2023-11-01,,Centene,
Brittany L Smith,53497310.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2023-12-01,,Centene,
Alexis Huang,51863812.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2022-10-01,,Centene,
Eric M Johnston,42066872.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2022-10-01,,Centene,
Diana Foster,62848321.0,Delta Care Corporation,52115295.0,2024-06,6.24,Wellcare Fidelis Dual Access (HMO D-SNP),False,2022-03-01,,Centene,
Jeffrey Health Pierce Inc,60467841.0,Jeffrey Health Pierce Inc,60467841.0,2024-06,8.34,Wellcare Dual Access Open (PPO D-SNP),True,2023-09-01,,Centene,
Jeffrey Health Pierce Inc,60467841.0,Jeffrey Health Pierce Inc,60467841.0,2024-06,4.16,Wellcare Giveback Open (PPO),True,2023-09-01,,Centene,
Diana Foster,62848321.0,Charlene Howard,96615329.0,2024-06,6.24,Wellcare Fidelis Dual Access (HMO D-SNP),False,2022-01-01,,Centene,
Lisa Norris,40245312.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2023-11-01,,Centene,
Jennifer Jackson,75165345.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare No Premium Open (PPO),True,2022-08-01,,Centene,
Kevin V Parks,20928431.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2023-05-01,,Centene,
Kevin V Parks,20928431.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Giveback Open (PPO),False,2023-02-01,,Centene,
Diana Weber,76400339.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare Fidelis Dual Access (HMO D-SNP),False,2022-01-01,,Centene,
Steven Palmer,40663958.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2022-10-01,,Centene,
Daniel A Holland Parks,32015536.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare No Premium (HMO),True,2022-01-01,,Centene,
Paul Taylor,24542202.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Fidelis Dual Access (HMO D-SNP),False,2023-07-01,,Centene,
Rachel Y Alexander,64607034.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-02-01,,Centene,
Cody Ho,34686785.0,Jeremiah Hartman,53535642.0,2024-06,6.24,Wellcare Dual Access (HMO D-SNP),False,2021-10-01,,Centene,
Eric R Wilson,58970362.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2024-02-01,,Centene,
Paul Taylor,24542202.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),False,2023-01-01,,Centene,
James Martinez Jr,82104220.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare No Premium Open (PPO),True,2022-02-01,,Centene,
Rachel Y Alexander,64607034.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-02-01,,Centene,
Cesar A White Sanders,49399610.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare No Premium Open (PPO),False,2021-01-01,,Centene,
Laura York,56023393.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-06-01,,Centene,
Laura York,56023393.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-06-01,,Centene,
Alexis Huang,51863812.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2023-04-01,,Centene,
Alexis Huang,51863812.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare No Premium Open (PPO),False,2023-09-01,,Centene,
Stephen Moore,63683376.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare No Premium (HMO),True,2022-10-01,,Centene,
Alexis Huang,51863812.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Assist Open (PPO),True,2022-07-01,,Centene,
Thomas Reyes,97954487.0,Jeffrey Health Pierce Inc,60467841.0,2024-06,8.34,Wellcare Giveback Open (PPO),True,2023-09-01,,Centene,
Jennifer White,83696782.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare No Premium (HMO),False,2022-08-01,,Centene,
Lisa Norris,40245312.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Fidelis No Premium (HMO),False,2023-10-01,,Centene,
Daniel A Holland Parks,32015536.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),False,2022-12-01,,Centene,
Kevin V Parks,20928431.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare Giveback Open (PPO),True,2022-03-01,,Centene,
Patrick De La Evans,14698298.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2022-11-01,,Centene,
Evan Barry,18510438.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-09-01,,Centene,
Lisa Lee,43815230.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2023-03-01,,Centene,
Candace Anderson Jeremy So Peterson,21124986.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),False,2022-10-01,,Centene,
Diana Weber,76400339.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Fidelis Assist (HMO-POS),False,2022-09-01,,Centene,
Janet Cooper,76741898.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2023-09-01,,Centene,
James Martinez Jr,82104220.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2023-01-01,,Centene,
Eric R Wilson,58970362.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare No Premium Open (PPO),True,2023-09-01,,Centene,
Cody Ho,34686785.0,Jeremiah Hartman,53535642.0,2024-06,6.24,Wellcare Dual Access (HMO D-SNP),True,2021-09-01,,Centene,
Rachel Y Alexander,64607034.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-01-01,,Centene,
Sabrina Fowler,98680188.0,Jeffrey Health Pierce Inc,60467841.0,2024-06,8.34,Wellcare Giveback Open (PPO),True,2023-08-01,,Centene,
Kathleen Jones,52115295.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Fidelis Dual Access (HMO D-SNP),False,2023-06-01,,Centene,
Alexis Huang,51863812.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare No Premium Open (PPO),False,2022-12-01,,Centene,
Alexis Huang,51863812.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2023-03-01,,Centene,
Troy Ray,90606674.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-07-01,,Centene,
Jeffrey L Anderson,51129743.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare Fidelis Dual Access (HMO D-SNP),True,2023-03-01,,Centene,
Jeffrey Health Pierce Inc,60467841.0,Jeffrey Health Pierce Inc,60467841.0,2024-06,8.34,Wellcare No Premium Open (PPO),True,2023-07-01,,Centene,
Steven Ward,27290183.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),False,2023-02-01,,Centene,
Bonnie Parks,97703304.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Fidelis Dual Access (HMO D-SNP),True,2023-12-01,,Centene,
Jennifer White,83696782.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare No Premium (HMO),False,2022-08-01,,Centene,
Eric M Johnston,42066872.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2022-08-01,,Centene,
Jeffrey L Anderson,51129743.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2024-03-01,,Centene,
Ashley Golden,44143223.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-03-01,,Centene,
Lisa Norris,40245312.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare No Premium (HMO),True,2022-12-01,,Centene,
Jennifer Jackson,75165345.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare No Premium Open (PPO),True,2023-04-01,,Centene,
Jennifer Jackson,75165345.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2023-06-01,,Centene,
Javier Meyers,55024135.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Fidelis Dual Access (HMO D-SNP),False,2022-01-01,,Centene,
Kevin Shea,79277892.0,Jeremiah Hartman,53535642.0,2024-06,6.24,Wellcare Assist (HMO),True,2021-01-01,,Centene,
Cody Ho,34686785.0,Charlene Howard,96615329.0,2024-06,2.08,Wellcare Dual Access (HMO D-SNP),True,2021-01-01,,Centene,
Diana Hayes,20854577.0,Diana Hayes,20854577.0,2024-06,2.08,Wellcare Dual Access (HMO D-SNP),False,2022-04-01,,Centene,
James Martinez Jr,82104220.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2023-04-01,,Centene,
Cody Ho,34686785.0,Charlene Howard,96615329.0,2024-06,2.08,Wellcare Dual Access (HMO D-SNP),True,2021-04-01,,Centene,
Rachel Y Alexander,64607034.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-02-01,,Centene,
Kathy Jones,98303032.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Fidelis Dual Access (HMO D-SNP),False,2023-06-01,,Centene,
Diana Hayes,20854577.0,Charlene Howard,96615329.0,2024-06,6.24,Wellcare Dual Access (HMO D-SNP),True,2021-10-01,,Centene,
Paul Taylor,24542202.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Fidelis Dual Access (HMO D-SNP),False,2023-01-01,,Centene,
Stephen Moore,63683376.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access Open (PPO D-SNP),True,2023-09-01,,Centene,
Alexis Huang,51863812.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare Dual Access (HMO D-SNP),True,2021-12-01,,Centene,
Todd Martinez,62936036.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2023-08-01,,Centene,
Amber Greene,30118933.0,Jeffrey Health Pierce Inc,60467841.0,2024-06,8.34,Wellcare Dual Access Open (PPO D-SNP),True,2023-07-01,,Centene,
Amber Greene,30118933.0,Delta Care Corporation,52115295.0,2024-06,8.34,Wellcare No Premium Open (PPO),False,2023-09-01,,Centene,
Justin Barber,75073712.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare Giveback Open (PPO),True,2022-01-01,,Centene,
Sabrina Fowler,98680188.0,Jeffrey Health Pierce Inc,60467841.0,2024-06,8.34,Wellcare Giveback Open (PPO),True,2023-08-01,,Centene,
Jeffrey L Anderson,51129743.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare Dual Access (HMO D-SNP),True,2023-10-01,,Centene,
Thomas Smith,30503266.0,Charlene Howard,96615329.0,2024-06,8.32,Wellcare Fidelis Dual Access (HMO D-SNP),False,2022-01-01,,Centene,
Stephanie D Wright,38568039.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare No Premium Open (PPO),True,2023-01-01,,Centene,
Alexis Baker Jr,25856129.0,Delta Care Corporation,52115295.0,2024-06,8.32,Wellcare Giveback Open (PPO),True,2024-03-01,,Centene,
Jennifer Jackson,75165345.0,Delta Care Corporation,52115295.0,2024-06,16.68,Wellcare No Premium Open (PPO),True,2023-01-01,,Centene,
